word	function	roman	meaning	freq
垂釣	VA4	chui2 diao4	fish with hook and line, angle	18
穿戴	VC2	chuan1 dai4	be dressed	18
突擊	VC2	tu2 ji2	assault, do crash job	18
急難	Nad	ji2 nan4	misfortune, grave danger	18
流過	VC1	liu2 guo4	flow	18
苦練	VC2	ku3 lian4	practice diligently	18
勇往直前	VA11	yong3 wang3 zhi2 qian2	advance bravely,march forward courageously	18
拿起來	VB2	na2 qi3 lai2	take_up	18
疫情	Nad	yi4 qing2	epidemic situation	18
香港腳	Nad	xiang1 gang3 jiao3	athlete's foot,beriberi,athlete's_foot	18
站穩	VA12	zhan4 wen3	come to a stop,stand_firm,stand_fast,take a firm stand,stand firm	18
堅忍	VH11	jian1 ren3	persevere,long-suffering	18
抹殺	VC2	mo3 sha1	obliterate,write off,expunge,efface,annihilate,obliteration,blot out	18
長方形	Nac	chang2 fang1 xing2	rectangle	18
原狀	Nad	yuan2 zhuang4	original/previous state, status quo ante	18
附帶	Dh	fu4 dai4	in passing	18
後勤	Nad	hou4 qin2	logistical,logistics,logistic	18
剪報	Nab	jian3 bao4	newspaper cutting/clipping	18
晚風	Naa	wan3 feng1	evening breeze	18
追緝	VC2	zhui1 qi4	pursue and capture	18
活像	VG2	huo2 xiang4	look exactly alike, be an exact replica of	18
病逝	VH11	bing4 shi4	die of illness	18
通告	Nab	tong1 gao4	public notice, circular	18
空曠	VH11	kong1 kuang4	open	18
波折	Nad	bo1 zhe2	twists and turns	18
洽商	VE2	qia4 shang1	make arrangements with, talk over with	18
明信片	Nab	ming2 xin4 pian4	postcard	18
物產	Nab	wu4 chan3	products, produce	18
花圃	Ncb	hua1 pu3	flower nursery/bed	18
背道而馳	VH11	bei4 dao4 er2 chi2	run in the opposite direction,run counter to	18
待命	VA4	dai4 ming4	standby,stand_by,await orders	18
城池	Nab	cheng2 chi2	city wall and moat, city	18
洗衣粉	Naa	xi3 yi1 fen3	washing powder for clothes, laundry detergent	18
旅社	Ncb	lu3 she4	hotel	18
差價	Naeb	cha1 jia4	difference,price difference	18
查禁	VC2	cha2 jin4	ban	18
席次	Nac	xi2 ci4	seating arrangement	18
施暴	VB11	shi1 bao4	violation,violate	18
流浪漢	Nab	liu2 lang4 han4	tramp, vagrant	18
筆記本	Nab	bi3 ji4 ben3	notebook	17
毀損	VC2	hui3 sun3	damage, impair	17
誇耀	VE2	kua1 yao4	parade,boastful,brag,boast,swank,pique,overcrow,glory	17
逮到	VC2	dai3 dao4	nab	17
銜	VC2	xian2	hold in mouth, harbor, bear	17
睜眼	VA4	zheng1 yan3	open one's eyes,open eyes	17
腦神經	Nab	nao3 shen2 jing1	cranial nerves	17
道場	Ncb	dao4 chang3	Daoist/Buddhist rites, place where such rites are performed	17
過來人	Nab	guo4 lai2 ren2	sb. who has had a particular experience	17
微波爐	Nab	wei2 bo1 lu2	microwave oven	17
預警	Nac	yu1 jing3	early warning	17
圓柱	Nab	yuan2 zhu4	cylinder	17
潘	Nbc	pan1	Pan	17
碗筷	Naeb	wan3 kuai4	bowls and chopsticks	17
塑膠袋	Nab	su4 jiao1 dai4	sack	17
輕取	VC2	qing1 qu3	beat easily	17
聖誕老人	Nba	sheng4 dan4 lao3 ren2	Santa Claus	17
輕忽	VJ1	qing1 hu1	neglect, slight, ignore	17
無罪	VH11	wu2 zui4	innocent	17
尋訪	VC2	xun2 fang3	try to locate, inquire about	17
輕薄	VH11	qing1 bo2	insult, harass (verbally)	17
喜氣	Nad	xi3 qi4	happy atmosphere	17
想出來	VB12	xiang3 chu1 lai2	think	17
絲路	Nab	si1 lu4	Silk_Road	17
煙囪	Nab	yan1 cong1	chimney, funnel	17
猶太	Nca	you2 tai4	Judas,Judaic	17
路口	Ncc	lu4 kou3	crossing, intersection	17
遊樂園	Ncb	you2 le4 yuan2	paradise,amusement_park,pleasance	17
集郵	VA4	ji2 you2	collect stamps	17
毀謗	VC2	hui3 bang4	slander, libel	17
開火	VA4	kai1 huo3	light	17
揚起	VA2	yang2 qi3	raise	17
暈	VH11	yun1	faint	17
嘉年華	Nba	jia1 nian2 hua2	Mardi Gras,circus,Fat Tuesday,carnival	17
憑證	Nac	ping2 zheng4	documentation	17
險惡	VH11	xian3 e4	inclement	17
辦學	VA4	ban4 xue2	run a school	17
熟人	Nab	shou2 ren2	acquaintance, friend	17
綜觀	VC2	zong4 guan1	make comprehensive survey	17
儲蓄	VC2	chu2 xu4	save, deposit	17
遺缺	Nac	yi2 que1	vacancy	17
鋒面	Nac	feng1 mian4	frontal surface	17
廣東話	Nac	guang3 dong1 hua4	Yue_dialect	17
舞步	Nad	wu3 bu4	dance_step,quickstep,dance,dance step,routine,pas,step	17
德文	Nac	de2 wen2	German language	17
無憂無慮	VH21	wu2 you1 wu2 lu4	carefree,lighthearted	17
買不起	VJ1	mai3 bu4 qi3	cannot afford	17
談心	VA4	tan2 xin1	have heart-to-heart talk,have a heart-to-heart talk,confabulate,heart-to-heart talk	17
談笑	VA4	tan2 xiao4	talk and laugh	17
劑	Nfa	ji4	m.[general]	17
熱力	Nad	re4 li4	heating power, thermodynamics	17
熱誠	Nad	re4 cheng2	empressement,enthusiasm,cordiality,zeal,fervour,mettle,soul,fervency	17
銳利	VH11	rui4 li4	keen,sharp	17
鋁	Naa	lu3	aluminum	17
翱翔	VA11	ao2 xiang2	hover, soar	17
慰問	VC2	wei4 wen4	comfort, console, convey sympathy/greetings	17
酷熱	VH11	ku4 re4	torrid,broil	17
燙傷	VC31	tang4 shang1	scald (injury)	17
樞紐	Nac	shu1 niou3	pivot, center	17
標點符號	Nab	biao1 dian3 fu2 hao4	punctuation mark	17
銅牌	Nab	tong2 pai2	copper medal	17
戰區	Ncb	zhan4 qu1	war zone	17
撤職	VB11	che4 zhi2	dismiss,dismiss ... from the post,discharge ... from the post,remove ... from office,remove,dismiss sb. from post,cashier	17
賞心悅目	VH11	shang3 xin1 yue4 mu4	pleasing to eye and mind	17
導向	VC2	dao3 xiang4	draw/turn/lead to	17
慶賀	VE2	qing4 he4	celebrate, rejoice over	17
燒毀	VC2	shao1 hui3	burn	17
德軍	Nab	de2 jun1	Wehrmacht	17
違約	VA4	wei2 yue1	break one's promise,renege,violate a treaty,break contract,break promise/engagement,welch,break a contract,violate treaty,default,break off an engagement	17
備妥	VC2	bei4 tuo3	prepare	17
欺	VC2	qi1	deceive, cheat, bully, browbeat	17
搜	VC2	sou1	search, collect, gather	17
結業	VH11	jie2 ye4	graduate	17
當	VC31	dang4	pawn,fail to advance in school grade	17
匯票	Nab	hui4 piao4	draft, bill of exchange, money order	17
搖動	VC2	yao2 dong4	totter,fluctuate,jolty,riddle,quiver,swing,jiggle,wabble,shake,betoss,concuss,waggle,vacillate,rock,wobble,agitate,wag,fling,go,joggle,vibrate,cradle,shimmy,play,jolt,succuss,tremor,wigwag,quake,wiggle,sway,flutter,whiffle,wave,pulsate,tremble,move	17
智能	Nad	zhi4 neng2	intelligence and ability	17
陳舊	VH11	chen2 jiu4	obsolete,antiquated,stereotyped	17
殘缺	VH11	can2 que1	incomplete	17
菜餚	Naa	cai4 yao2	table	17
視同	VK1	shi4 tong2	regard as,look upon as	17
貶	VH12	bian3	<VH12> demote, relegate, reduce, devalue, censure, depreciate	17
愛迪生	Nba	ai4 di2 sheng1	Addison,Edison	17
運費	Naeb	yun4 fei4	transportation,fare,cartage,portage,haulage,porterage,freight,freight rate,carriage,shipping cost,transportation expenses,mileage,freightage	17
測驗	VE2	ce4 yan4	test,quiz	17
晤談	VA4	wu4 tan2	have tete-a-tete, interview	17
分號	Ncb	fen1 hao4	<Ncb> semicolon (, ), branch (of a firm/etc.)	17
熄滅	VH16	xi2 mie4	go/die out	17
神學	Nad	shen2 xue2	theology	17
粗魯	VH11	cu1 lu3	crass,stupid	17
淹死	VH16	yan1 si3	drown	17
涼風	Naa	liang2 feng1	cold wind	17
缺口	Nac	que1 kou3	breach, gap, opening	17
動彈	VA4	dong4 tan2	move, stir, work	17
校刊	Nab	xiao4 kan1	school magazine, college journal	17
晚霞	Nad	wan3 xia2	afterglow, sunset clouds	17
豹	Nab	bao4	leopard, panther	17
祗	Dh	zhi1	simply	17
強	Nac	qiang2	the strong	17
涵義	Nac	han2 yi4	sense	17
動物性	Nad	dong4 wu4 xing4	animateness	17
慈祥	VH11	ci2 xiang2	kindly	17
備忘錄	Nab	bei4 wang4 lu4	memorandum	17
詞句	Nac	ci2 ju4	words and phrases, expression	17
朝鮮	Nca	chao2 xian1	Korea	17
滿足感	Nad	man3 zu2 gan3	glow	17
跋涉	VA11	ba2 she4	trudge, trek	17
創設	VC31	chuang4 she4	found, create, set up	17
較量	VB11	jiao4 liang4	argue,have a trial of strength,have trial of strength,dispute,have trial of skill,have a contest,stack_up,haggle,contest,have a test of strength,measure one's strength with	17
欺凌	VC2	qi1 ling2	bully, mistreat	17
單方面	Nac	dan1 fang1 mian4	one side	17
犀角	Nab	xi1 jiao3	<Nab> rhinoceros horn	17
群山	Naea	qun2 shan1	a group of mountains,hills,Kunsan	17
會見	VC2	hui4 jian4	meet/see visitors	17
新手	Nab	xin1 shou3	new hand, raw recruit	17
殘存	VJ3	can2 cun2	be left (over), survive	17
痛哭	VA4	tong4 ku1	cry bitterly, wail	17
普選	Nad	pu3 xuan3	general election	17
奧祕	Nac	ao4 mi4	esoterica	17
揮舞	VC2	hui1 wu3	wield, brandish	17
結下	VC31	jie2 xia4	form,bear	17
舅父	Nab	jiu4 fu4	mother's brother, uncle	17
減速	VA4	jian3 su4	slow_down,brake,decelerate,slow_up,slow-up,slow down,retard,deboost	17
進港	VA13	jin4 gang3	make port,put_in,enter port	17
閒逛	VA11	xian2 guang4	loiter,stroll,gad,trapse,putter,potter,lollygag,potter around,tootle,swan,jazz around,roam,putter around,poke into,poke,run,lounge,gallivant,doodle,saunter	17
園丁	Nab	yuan2 ding1	gardener	17
圍籬	Nab	wei2 li2	hedge	17
試問	VE11	shi4 wen4	may we ask	17
創始人	Nab	chuang4 shi3 ren2	founder, originator	17
過多	Neqa	guo4 duo1	det.: too much	17
買回	VC31	mai3 hui2	repurchase,redeem	17
遊藝場	Ncb	you2 yi4 chang3	midway	17
絞	VC2	jiao3	twist, wring, entwine, wind, hang by neck, strangle, ream, cut with scissors, shear	17
插畫	Nac	cha1 hua4	(inserted) illustration (in book)	17
農舍	Nab	nong2 she4	farmhouse	17
飯菜	Naeb	fan4 cai4	menu,cooking,steamed buns, etc.,meal,dishes to go with rice, steamed buns, et,dishes to go with rice, steamed buns, etc.,repast	17
貼近	VC2	tie1 jin4	press close to	17
號子	Ncb	hao4 zi5	work chantey	17
丁	Neu	ding1	det.: fourth	17
叫賣	VC31	jiao4 mai4	cry one's wares, hawk	17
中程	A	zhong1 cheng2	mid-range,medium-range	17
小孩兒	Nab	xiao3 hai2 er2	childie	17
商社	Ncb	shang1 she4	establishment,business	17
左鄰右舍	Naeb	zuo3 lin2 you4 she4	neighbors,neighbours	17
獎懲	Nad	jiang3 cheng2	reward and punishment	17
文化人	Nab	wen2 hua4 ren2	educated person, professional in arts and literature	17
占據	VC31	zhan4 ju4	occupy, hold	17
考題	Nac	kao3 ti2	examination questions/paper	17
文盲	Nab	wen2 mang2	an illiterate, illiteracy	17
上身	Nab	shang4 shen1	torso, upper outer garment, blouse, jacket	17
牛車	Nab	niou2 che1	ox/bullock cart	17
大考	Nac	da4 kao3	final exam	17
乏力	VH11	fa2 li4	weary,exhausted,tired out,worn-out,tired,fatigued	17
小寶寶	Nab	xiao3 bao3 bao3	chickabiddy,chick,poppet	17
切換	VC31	qie1 huan4	cut	17
手稿	Nac	shou3 gao3	manuscript	17
工事	Nac	gong1 shi4	fortifications, defense works	17
不了了之	VH11	bu4 liao3 liao3 zhi1	settle a matter by leaving it unsettled,end up with nothing definite	17
上下	VC2	shang4 xia4	go up and down	17
三字經	Nab	san1 zi4 jing1	name	17
史詩	Nac	shi3 shi1	epic	17
月曆	Nab	yue4 li4	menology,calendar	17
內幕	Nad	nei4 mu4	what goes on behind scenes, inside story	17
共事	VA4	gong4 shi4	work together	17
民事	Nad	min2 shi4	civil case	17
牙齦	Ncb	ya2 yin2	gum	17
口語	Nad	kou3 yu3	spoken/vernacular language, gossip, slander	17
卡	Nfg	ka3	m.[standard]	17
大砲	Nab	da4 pao4	cannon,canon,barker,artillery,four-pounder,ordnance,cannonry	17
了結	VC2	liao3 jie2	finish, settle, wind up, bring to an end	17
弓	Nab	gong1	bow, bend, arch	17
礁石	Nab	jiao1 shi2	reef, rock	17
水珠	Nab	shui3 zhu1	sweat	17
禮遇	VC2	li3 yu1	notice,honor	17
續約	VA4	xu4 yue1	option	17
鐘錶	Naeb	zhong1 biao3	timepiece	17
竊賊	Nab	qie4 zei2	thief, burglar	17
難能可貴	VH11	nan2 neng2 ke3 gui4	commendable	17
黨團	Nab	dang3 tuan2	parties and other organizations, CP and Communist Youth League	17
霸道	VH11	ba4 dao4	domineer	17
出眾	VH11	chu1 zhong4	be outstanding,outstanding	17
羅曼蒂克	VH11	luo2 man4 di4 ke4	romantic	17
聲色	Nad	sheng1 se4	voice and countenance, music and women, debauchery	17
韓愈	Nba	han2 yu1	leading Tang statesman/philosopher/poet, a venerated literary	17
瞧見	VE2	 jian4	see,catch sight of	17
臀部	Ncc	tun2 bu4	buttocks	17
穩重	VH11	wen3 zhong4	steady	17
膽固醇	Naa	dan3 gu4 chun2	cholesterol, cholesterin	17
瀋陽	Nca	shen3 yang2	Shenyang	17
聯署	VC31	lian2 shu3	sign jointly	17
蹣跚	VH11	pan2 shan1	limp, hobble	17
鎮定	VH11	zhen4 ding4	calm,pacify,temper,mollify,tranquillize,assuage,quash,composed,quell,soothe	17
轉學	VA4	zhuan3 xue2	transfer to another school,transfer	17
顯眼	VH11	xian3 yan3	stick_out,stare,attractive,stand_out	17
讚許	VJ2	zan4 xu3	recommend	17
雜音	Nad	za2 yin1	noise, static, murmur	17
關山	Nca	guan1 shan1	mountains and frontier passes	17
纏足	VA4	chan2 zu2	bind the feet	17
蠟筆	Nab	la4 bi3	color crayon	17
翻修	VC2	fan1 xiu1	rebuild	17
韓戰	Nba	han2 zhan4	Korean_War,Korean War	17
講堂	Ncb	jiang3 tang2	lecture room, classroom	17
饑饉	Nad	ji1 jin3	crop failure,famine,dearth	17
簡述	VE2	jian3 shu4	frame,draw up,give a brief account,indicate,outline,compose	17
鑲	VC33	xiang1	inlay, set, mount	17
斷電	VH11	duan4 dian4	black out,have a power failure,cut off the power supply,power failure,power cut,lose electric current	17
外勤	Nad	wai4 qin2	outside/field work, field personnel	17
避孕藥	Nab	bi4 yun4 yao4	contraceptive medicine/drug, the pill	17
瞄	VC2	miao2	concentrate gaze on	17
碟	Nab	die2	plate,disk,small plate,dishware,dish,tray,small dish	17
隨從	Nab	sui2 cong2	retinue, suite, entourage	17
磁碟片	Nab	ci2 die2 pian4	diskette	17
製造廠	Ncb	zhi4 zao4 chang3	mill,factory,workshop,maker,manufacturing plant,manufacturer,manufactory,shop	17
締結	VC31	di4 jie2	conclude, establish	17
燒香	VA4	shao1 xiang1	burn joss sticks,fumigate	17
布滿	VC33	bu4 man3	suffuse, cover everywhere	17
錢幣	Nab	qian2 bi4	coin, money, currency	17
營生	VA4	ying2 sheng1	earn/make living	17
縫製	VC31	feng2 zhi4	quilt,tailor,make_up,sew,shoehorn	17
輪番	Dh	lun2 fan1	take turns	17
環顧	VC2	huan2 gu4	look about/round, review	17
鋅	Naa	xin1	zinc	17
墜入	VC1	zhui4 ru4	fall/drop into	17
險峻	VH11	xian3 jun4	steep	17
語系	Nac	yu3 xi4	language family	17
獲報	VE2	huo4 bao4	receive the report	17
輸掉	VJ1	shu1 diao4	lose	17
調理	VC2	tiao2 li3	recuperate, take care of, look after, subject sb. to discipline	17
擔	Nfe	dan1	m.[container]	17
瞇	VC2	mi1	get sth. in one's eye	17
精蟲	Nab	jing1 chong2	sperm,spermatozoon,zoosperm,antherozoid	17
遲緩	VH11	chi2 huan3	laggard,defer	17
儲藏	VC33	zhu3 cang2	save and preserve, store, keep	17
樹蔭	Nab	shu4 yin4	shade	17
賦與	VD1	fu4 yu3	invest	17
融	VH11	rong2	melt, thaw, blend, merge	17
緊要	VH11	jin3 yao4	important	17
精神抖擻	VH11	jing1 shen2 dou3 sou3	in_high_spirits	17
熾熱	VH11	chi4 re4	glow,red-hot	17
總結	Nad	zong3 jie2	summary, summing up	17
瞎子	Nab	xia1 zi5	blind person	17
學齡	Nad	xue2 ling2	school age	17
慶生會	Nac	qing4 sheng1 hui4	birthday_party	17
木乃伊	Nab	mu4 nai3 yi1	mummy	17
編譯	VC2	bian1 yi4	translate and edit	17
支出	VC31	zhi1 chu1	pay (money), expend, disburse	17
主治	VB11	zhu3 zhi4	treat illness	17
回信	Nab	hui2 xin4	letter in reply	17
北海	Nca	bei3 hai3	North Sea, North Lake Park (in Beijing)	17
心神	Nad	xin1 shen2	(state of) mind	17
分寸	Nad	fen1 cun4	proper restraint	17
人像	Nab	ren2 xiang4	portrait, image	17
包商	Nab	bao1 shang1	contractor,subcontractor	17
日積月累	VH11	ri4 ji1 yue4 lei3	accumulate over a long period	17
天壤之別	Nad	tian1 rang3 zhi1 bie2	poles apart	17
大殿	Ncb	da4 dian4	audience hall, main hall of Budd. temple	17
內行	VI2	nei4 hang2	adept,professional	17
三輪車	Nab	san1 lun2 che1	pedicab	17
古都	Ncb	gu3 du1	ancient capital	17
積累	VJ3	ji1 lei3	accumulate	17
四合院	Nab	si4 he2 yuan4	compound with houses around a courtyard,quadrangle	17
一旁	Ncdb	yi1 pang2	side	17
出聲	VA4	chu1 sheng1	phonate,speak,make a sound	17
榮幸	VH11	rong2 xing4	honored	17
壅塞	VH11	yong1 se4	be congested,clog up,be jammed	17
親愛的	Nhac	qin1 ai4 de5	darl,honey,dearest,loved one,beloved,love,duck,dear	17
漢學	Nad	han4 xue2	Han school of classical philology, Sinology	17
錢	Nfg	qian2	m.[standard]	17
心急	VH11	xin1 ji2	anxious,impatient,short-tempered	17
燃	VC2	ran2	burn, ignite	17
稱霸	VH14	cheng1 ba4	seek hegemony, dominate	17
上皮	Nab	shang4 pi2	cuticle,epithelial,epithelium,epidermis	17
口臭	Nad	kou3 chou4	halitosis, bad breath	17
失手	VH11	shi1 shou3	accidentally drop,blunder,misplay,fumble	17
奶茶	Naa	nai3 cha2	tea with milk	17
亡羊補牢	VA4	wang2 yang2 bu3 lao2	mend the fold after a sheep is lost	17
口口聲聲	Dh	kou3 kou3 sheng1 sheng1	repeatedly	17
不拘	VJ1	bu4 ju1	not stick to, set no limit to	17
熟稔	VJ1	shou2 ren3	know sb. very well	17
孝心	Nad	xiao4 xin1	filial piety	17
果農	Nab	guo3 nong2	fruit farmer	17
門面	Nad	men2 mian4	shop front, appearance, facade	17
益	Dfa	yi4	all the more, even more	17
治學	VA4	zhi4 xue2	pursue study, do scholarly research	17
食譜	Nab	shi2 pu3	recipes, cookbook	17
承租	VD2	cheng2 zu1	lease	17
悄然	Dh	qiao3 ran2	quietly	17
架式	Nac	jia4 shi4	posture,stance,pose,manner	17
軍火	Naeb	jun1 huo3	hardware	17
根治	VC2	gen1 zhi4	effect radical cure, bring under permanent control	17
快步	Dh	kuai4 bu4	double-quick	17
紅軍	Nab	hong2 jun1	Red Army, Red Army personnel	17
呵	Tc	he1	particle: indicating exclaimation	17
招待所	Ncb	zhao1 dai4 suo3	guest house, hostel	17
好客	VH11	hao4 ke4	hospitable	17
事半功倍	VH11	shi4 ban4 gong1 bei4	get twice the result with half the effort	17
自修	Nv1	zi4 xiu1	study on one's own	17
走道	Nab	zou3 dao4	gangway,path,hallway,pavement,hall,sidewalk,footpath,paseo,walkway,aisle,walk	17
有識之士	Nab	you3 shi4 zhi1 shi4	person with breadth of vision,a person with breadth of vision,a man of insight	17
自修	VC2	zi4 xiu1	study on one's own	17
如出一轍	VH11	ru2 chu1 yi1 zhe2	be cut from the same cloth,be exactly the same as,be no different from	17
多倫多	Nca	duo1 lun2 duo1	Toronto	17
何等	Dfa	he2 deng3	how...!	17
防洪	VH11	fang2 hong2	control flood,prevent flood	17
冷藏	VC33	leng3 cang2	cold storage,refrigeratioin,refrigerate,freeze,refrigerant,ice	17
呼吸道	Nab	hu1 xi1 dao4	respiratory tract	17
決定權	Nad	jue2 ding4 quan2	decision-making power	17
武術	Nad	wu3 shu4	martial_art	17
香菸	Nab	xiang1 yan1	fag	17
浮游	VA11	fu2 you2	swim, roam, go on a pleasure trip	17
英里	Nfg	ying1 li3	m.[standard]	17
保重	VJ1	bao3 zhong4	take care of oneself	17
指紋	Nab	zhi3 wen2	loops and whorls on fingers, fingerprint	17
沿街	Dg	yan2 jie1	along the street	17
保羅	Nba	bao3 luo2	Paul	17
梳	VC2	shu1	comb	17
負載	VC32	fu4 zai4	load	17
金礦	Naa	jin1 kuang4	gold mine	17
昏	VH11	hun1	faint, swoon	17
浮起	VH14	fu2 qi3	float from underneath the water	17
冥想	VA4	ming2 xiang3	contemplate,meditate,muse,deep thought,meditation	17
多方面	A	duo1 fang1 mian4	many-faceted	17
竿子	Nab	gan1 zi5	bamboo pole	17
披上	VC33	pi1 shang4	drape	17
苦工	Nad	ku3 gong1	hard manual work	17
倒下	VA11	dao3 xia4	drop,flatten,drop down,slide down,topple,prostrate,slump,fall,sink	17
倔強	VH11	jue2 jiang4	obstinate	17
病灶	Naa	bing4 zao4	focus of infection	17
保留地	Naa	bao3 liu2 di4	reservation	17
花蜜	Naa	hua1 mi4	nectar	17
食客	Nab	shi2 ke4	sponger, restaurant customer	17
師兄	Nab	shi1 xiong1	senior fellow apprentice, one's master's son (older than oneself)	17
恐懼感	Nad	kong3 ju4 gan3	fear	17
服侍	VC2	fu2 shi4	lackey,watch,wait upon,attendance,serve,wait_on,tend,attend	17
服務台	Ncb	fu2 wu4 tai2	service/information/reception desk/counter	17
向學	VH11	xiang4 xue2	resolve to pursue one's studies, love to study	17
米酒	Naa	mi3 jiu3	rice wine	17
印度教	Nba	yin4 du4 jiao4	Hinduism	17
放聲	Dh	fang4 sheng1	in loud voice, loudly	17
伊斯蘭教	Nba	yi1 si1 lan2 jiao4	Islamism	17
名醫	Nab	ming2 yi1	famous doctor	17
伏特	Nfg	fu2 te4	m.[standard]	17
到頭來	Dd	dao4 tou2 lai2	after all, in the long run, in the end	17
吃喝玩樂	VA4	chi1 he1 wan2 le4	idle away one's time in pleasure-seeking,eat	17
光禿禿	VH11	guang1 tu1 tu1	barren	17
完整性	Nad	wan2 zheng3 xing4	completeness	17
皮脂	Naa	pi2 zhi1	sebum	17
作秀	VA4	zuo4 xiu4	show off	17
店員	Nab	dian4 yuan2	shop assistant, (sales) clerk	17
克里夫蘭	Nca	ke4 li3 fu1 lan2	Cleveland	17
法西斯	Nca	fa3 xi1 si1	fascist	17
抒發	VC31	shu1 fa1	express, voice	17
身法	Nad	shen1 fa3	skill	17
念念不忘	VK1	nian4 nian4 bu2 wang4	bear in mind constantly	17
在望	VH11	zai4 wang4	in_sight	17
列強	Naea	lie4 qiang2	great powers,Great Powers	17
官僚	VH11	guan1 liao2	bureaucratic	17
冰雪	Naa	bing1 xue3	ice and snow	17
奉勸	VF2	feng4 quan4	may I offer a bit of advice	17
官吏	Nab	guan1 li4	government officials	17
捐助	VD1	juan1 zhu4	offer assistance, contribute, donate	17
熱線	Nad	re4 xian4	hot line, heat rays	17
折斷	VC2	zhe2 duan4	snap, break	17
利雅德	Nca	li4 ya3 de2	capital_of_Saudi_Arabia	17
系統性	Nad	xi4 tong3 xing4	systematic nature,systematicness	17
呼喊	VC2	hu1 han3	call out, shout, yell	17
呼喚	VC2	hu1 huan4	call, shout, summon	17
西人	Nab	xi1 ren2	Westerner	17
改嫁	VC2	gai3 jia4	remarry	17
肩頭	Ncc	jian1 tou2	shoulders	17
沈迷	VJ2	chen2 mi2	welter	17
忘我	VH11	wang4 wo3	selfless,oblivious of self	17
血流	Nab	xie3 liu2	blood flow	17
江水	Naa	jiang1 shui3	river water	17
戒律	Nac	jie4 lu4	religious discipline, commandment	17
侍奉	VC2	shi4 feng4	attend upon, serve	17
走低	VH11	zou3 di1	go downward	17
年息	Naeb	nian2 xi2	annual interest	17
行家	Nab	hang2 jia1	expert, connoisseur	17
法新社	Nca	fa3 xin1 she4	Agence France Presse,AFP	17
攻堅	VA4	gong1 jian1	storm fortifications	17
自暴自棄	VH11	zi4 bao4 zi4 qi4	give oneself up as hopeless	17
芒果	Nab	mang2 guo3	mango	17
技師	Nab	ji4 shi1	technical expert	17
佇立	VA12	zhu4 li4	stand still for long while	17
制式	A	zhi4 shi4	standard	17
忍住	VJ2	ren3 zhu4	forbear,resist,refrain,choke_back	17
存入	VC32	cun2 ru4	deposit	17
字數	Nad	zi4 shu4	wordage, number of characters	17
忌	VL2	ji4	be jealous of, envy, fear, dread, avoid, shun, quit, give up	17
孝子	Nab	xiao4 zi3	dutiful son, son in mourning	17
年邁	VH11	nian2 mai4	old	17
泰半	Neqa	tai4 ban4	det.:	17
索馬利亞	Nca	suo3 ma3 li4 ya3	Somalia	17
控制器	Nab	kong4 zhi4 qi4	pilot	17
教士	Nab	jiao4 shi4	priest, clergyman, Christian missionary	17
推論	Nac	tui1 lun4	inference,deduction,corollary	17
盛	VC2	cheng2	fill,ladle,hold,contain	17
悠揚	VH11	you1 yang2	floating	17
高呼	VE2	gao1 hu1	shout loudly	17
畢生	Nad	bi4 sheng1	all one's life, lifetime	17
茶館	Ncb	cha2 guan3	teahouse	17
浪人	Nab	lang4 ren2	vagrant, dismissed courtier, unemployed/jobless person	17
情書	Nab	qing2 shu1	love letter	17
販毒	VA4	fan4 du2	traffic in narcotics	17
猜疑	VE2	cai1 yi2	be suspicious	17
深情	Nad	shen1 qing2	deep feeling/love	17
脈搏	Nad	mo4 bo2	pulse	17
產婦	Nab	chan3 fu4	lying-in woman	17
惶惑	VH21	huang2 huo4	apprehensive,nervous,perplexed and alarmed	17
草圖	Nab	cao3 tu2	sketch, draft	17
高額	Nad	gao1 e2	large sum	17
鬥士	Nab	dou4 shi4	gladiator,soldier,belligerent,fighter,scrapper,combatant,battler	17
通報	VE12	tong1 bao4	circulate notice	17
無害	VH11	wu2 hai4	incomparable,harmless	17
追加	VC31	zhui1 jia1	add (to original amount)	17
追到	VC2	zhui1 dao4	catch_up_with	17
率直	VH11	shuai4 zhi2	straightforward	17
氧化	VJ1	yang3 hua4	oxidize,oxidization,oxygenize,oxigenise,burn,oxidation,oxidate,oxygenate	17
逃稅	VA4	tao2 shui4	dodge tax,evade tax,evade paying one's tax,evade one's tax	17
側門	Ncb	ce4 men2	side door/entrance	17
參閱	VC2	can1 yue4	consult, vide	17
神經病	Nab	shen2 jing1 bing4	neuropathy, mental disorder, crazy person	17
刷	VC2	shua1	brush, scrub, daub, paste up, eliminate, remove, fire from job, skip class (of students)	17
留戀	VJ2	liu2 lian4	be reluctant to leave (sb./place), recall with nostalgia	17
莊	Nbc	zhuang1	Zhuang,place of business,village,banker (in gambling game),Surname,bank,hamlet,manor	17
桿菌	Nab	gan3 jun4	bacillus,lactobacillus,rod,bacilli,B,bacillary	17
插手	VC2	cha1 shou3	tamper,meddle,move in on,lend a hand,poke one's nose into,meddle in,take part,participate,get involved in,have a hand in	17
送達	VD1	song4 da2	serve	17
眼眶	Nab	yan3 kuang4	eye socket, orbit, rim of eye	17
眼睜睜	Dh	yan3 zheng1 zheng1	with wide-open eyes, in everyone's view, looking on helplessly	17
採礦	VA4	cai3 kuang4	mineralize,mine	17
貫通	VJ2	guan4 tong1	pierce	17
捉弄	VC2	zhuo1 nong4	tease, make fun of	17
強國	Nac	qiang2 guo2	powerful country	17
閃動	VH11	shan3 dong4	move fast, twinkle	17
